id,createdAt,updatedAt,uploadedUrl,streamableUrl,transcodeJobId,transcodeStatus,transcodeMessage,duration,is_speech
d46ac973-f1f5-474d-a411-eda690d228cd,2021-03-16 05:53:24.003000,2021-03-16 05:58:24.050397,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874003851.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874003851.mp3,1615874003929-x1cpt1,Complete,Transcode job 1615874003929-x1cpt1 was completed.,6.0,False
a6c9a674-7b08-4f06-86f5-e0f8bc375b87,2021-03-16 05:53:24.645390,2021-03-16 05:58:24.696904,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874004463.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874004463.mp3,1615874004536-t4vu62,Complete,Transcode job 1615874004536-t4vu62 was completed.,6.0,False
456295c9-0560-482d-8d13-86624c48106a,2021-03-16 05:59:12.788324,2021-03-16 06:04:12.899241,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874352553.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874352553.mp3,1615874352712-wyy5go,Complete,Transcode job 1615874352712-wyy5go was completed.,4.0,False
54a2f4b1-f5cc-4fd1-9234-f91db69a0651,2021-03-16 05:54:10.476271,2021-03-16 05:59:10.612343,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874050287.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874050287.mp3,1615874050379-k4mdig,Complete,Transcode job 1615874050379-k4mdig was completed.,6.0,False
8e0d2a58-2a1d-4230-a358-ec74e38696f5,2021-03-16 06:00:13.687679,2021-03-16 06:05:13.818684,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874413409.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874413409.mp3,1615874413580-xeg4y7,Complete,Transcode job 1615874413580-xeg4y7 was completed.,4.0,False
115bc709-6202-4795-9efa-fe95d022de12,2021-03-16 06:00:28.653907,2021-03-16 06:05:28.741281,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615874428475.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615874428475.mp3,1615874428574-9ucc5r,Complete,Transcode job 1615874428574-9ucc5r was completed.,5.0,False
750ce8bd-0652-46fd-a65c-adea236a61a4,2021-03-16 18:44:42.258508,2021-03-16 18:49:42.392096,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1615920282031.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1615920282031.mp3,1615920282171-1lxk1b,Complete,Transcode job 1615920282171-1lxk1b was completed.,5.0,False
8cba9da9-5890-401c-92aa-f9765887ecac,2021-03-18 03:32:42.027687,2021-03-18 03:37:42.137335,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616038361812.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616038361812.mp3,1616038361961-ql58tj,Complete,Transcode job 1616038361961-ql58tj was completed.,6.0,False
52848e2d-336b-4941-9e6d-33ce4f219285,2021-03-18 04:01:35.252838,2021-03-18 04:06:35.351134,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616040094867.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616040094867.mp3,1616040095159-qxk932,Complete,Transcode job 1616040095159-qxk932 was completed.,9.0,False
870ba226-3df5-4eef-aa42-9bc3426741c8,2021-03-18 16:54:08.766192,2021-03-18 16:59:08.885907,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616086448482.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616086448482.mp3,1616086448632-pr3i65,Complete,Transcode job 1616086448632-pr3i65 was completed.,6.0,False
61eeb5fc-410e-4b36-93b2-54faa0bb511f,2021-03-18 03:54:24.287622,2021-03-18 03:59:24.391267,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616039664056.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616039664056.mp3,1616039664190-8iqn7b,Complete,Transcode job 1616039664190-8iqn7b was completed.,11.0,False
0bc35cf6-92c1-4592-8a15-d32dec311312,2021-03-19 14:21:01.733406,2021-03-19 14:26:01.822751,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616163661477.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616163661477.mp3,1616163661643-l4f7kz,Complete,Transcode job 1616163661643-l4f7kz was completed.,11.0,False
f63cb54c-be18-4692-b355-36de8ffea43c,2021-03-19 14:20:21.365882,2021-03-19 14:25:21.486814,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616163621076.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616163621076.mp3,1616163621260-1t11hm,Complete,Transcode job 1616163621260-1t11hm was completed.,13.0,False
1860aaba-71e2-49cd-8f0f-0ce1807e21c2,2021-02-09 20:47:44.103165,2021-02-09 20:47:44.103165,https://says-api-uploaded-audio-dev.s3.amazonaws.com/saysuseraudio1612903663800.m4a,https://says-api-streamable-audio-dev.s3.amazonaws.com/saysuseraudio1612903663800.mp3,1612903664050-tcfw7d,Submitted,,,False
f6ad8d62-e425-4e99-bd61-ec460691dfc6,2021-02-09 20:35:58.661645,2021-02-09 20:35:58.661645,https://says-api-uploaded-audio-dev.s3.amazonaws.com/saysuseraudio1612902958394.m4a,https://says-api-streamable-audio-dev.s3.amazonaws.com/saysuseraudio1612902958394.mp3,1612902958596-b7f8d1,Submitted,,,False
e25bf79d-0fe9-477a-a664-d36ac24290e8,2021-03-19 14:55:31.106247,2021-03-19 15:00:31.190594,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616165730869.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616165730869.mp3,1616165731022-phpmj5,Complete,Transcode job 1616165731022-phpmj5 was completed.,12.0,False
d8d1b47e-a030-4d0c-a89f-ae2b3602e0df,2021-03-19 15:04:17.448414,2021-03-19 15:09:17.558504,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616166257168.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616166257168.mp3,1616166257326-rbw28r,Complete,Transcode job 1616166257326-rbw28r was completed.,7.0,False
55433d7b-ce8c-428c-baaf-79de97e0ac5b,2021-03-19 18:39:04.950916,2021-03-19 18:44:05.060553,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616179144743.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616179144743.mp3,1616179144850-st2sof,Complete,Transcode job 1616179144850-st2sof was completed.,4.0,True
39df7bcd-fddf-40a8-a559-0e9b3eea6b9e,2021-03-19 15:08:11.318654,2021-03-19 15:13:11.432394,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616166491043.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616166491043.mp3,1616166491197-g8cezk,Complete,Transcode job 1616166491197-g8cezk was completed.,4.0,False
fcceed0d-ac1a-4c2f-ad2b-c480a46c18d0,2021-03-21 02:42:41.401436,2021-03-21 02:47:41.507432,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616294561103.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616294561103.mp3,1616294561257-fvf6uh,Complete,Transcode job 1616294561257-fvf6uh was completed.,5.0,False
9b40c149-b3ac-49d3-8a2a-70cdc1d4686b,2021-03-19 14:56:36.042982,2021-03-19 15:01:36.146128,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616165795845.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616165795845.mp3,1616165795953-tihcty,Complete,Transcode job 1616165795953-tihcty was completed.,17.0,False
941b4b23-d7a2-4345-abb6-c63d912ffcf7,2021-03-21 16:46:00.460998,2021-03-21 16:51:00.567700,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616345160235.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616345160235.mp3,1616345160384-gttog3,Complete,Transcode job 1616345160384-gttog3 was completed.,3.0,False
a4ba958a-994b-43ca-bae2-a60cd84ad3d3,2021-02-09 22:06:43.703003,2021-02-09 22:06:43.703003,https://says-api-uploaded-audio-dev.s3.amazonaws.com/saysuseraudio1612908403458.m4a,https://says-api-streamable-audio-dev.s3.amazonaws.com/saysuseraudio1612908403458.mp3,1612908403626-eq7g1i,Submitted,,,False
d0c6ddfc-b407-4b71-85d9-713111f4d316,2021-11-01 13:52:59.192004,2021-11-01 13:53:29.247924,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1635774778997.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1635774778997.mp3,1635774779093-4x3ci4,Complete,Transcode job 1635774779093-4x3ci4 was completed.,5.0,False
027e2793-4234-4fb5-bcdd-61f273cef42c,2021-03-22 02:18:20.606841,2021-03-22 02:23:20.698311,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616379500351.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616379500351.mp3,1616379500503-cgfkjj,Complete,Transcode job 1616379500503-cgfkjj was completed.,6.0,False
69c74b49-ac74-4f2b-bc5c-0182c417226c,2021-04-04 17:39:47.286040,2021-04-04 17:44:47.528867,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1617557987055.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1617557987055.mp3,1617557987180-jfbutf,Complete,Transcode job 1617557987180-jfbutf was completed.,4.0,True
8ddd3ac9-625c-4cb9-8b59-b3ae4ef137d5,2021-03-22 21:52:37.196383,2021-03-22 21:57:37.285081,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616449956944.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616449956944.mp3,1616449957112-y26o5e,Complete,Transcode job 1616449957112-y26o5e was completed.,8.0,False
bb5dace1-3c09-45a3-a33c-a5bf90f2a3c5,2021-04-07 03:06:13.296920,2021-04-07 03:11:13.403582,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1617764773068.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1617764773068.mp3,1617764773208-69jh5a,Complete,Transcode job 1617764773208-69jh5a was completed.,2.0,False
0fb6ae03-c8a0-4614-b54e-b4333c356c4f,2021-03-23 03:30:39.674513,2021-03-23 03:35:39.788269,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616470239448.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616470239448.mp3,1616470239574-nslbzr,Complete,Transcode job 1616470239574-nslbzr was completed.,7.0,False
2f3fd8bb-251b-4676-a9f7-ea4dded5f768,2021-03-22 14:14:51.773832,2021-03-22 14:19:51.910543,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1616422491485.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1616422491485.mp3,1616422491672-uxq96q,Complete,Transcode job 1616422491672-uxq96q was completed.,10.0,False
194417cb-c135-49ab-a406-c7a3a2874c2c,2021-04-10 22:56:55.887164,2021-04-10 23:01:56.065626,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618095415663.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618095415663.mp3,1618095415794-8w835z,Complete,Transcode job 1618095415794-8w835z was completed.,4.0,False
421acfa2-8cf2-4dc2-a47d-b1a11d82b3eb,2021-04-05 23:45:07.275518,2021-04-05 23:50:07.428176,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1617666306976.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1617666306976.mp3,1617666307179-d3qx6o,Complete,Transcode job 1617666307179-d3qx6o was completed.,7.0,True
37e2702d-d7d7-4b04-a34c-be183452c003,2021-04-13 23:46:10.071197,2021-04-13 23:51:10.181408,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618357569725.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618357569725.mp3,1618357569966-awit04,Complete,Transcode job 1618357569966-awit04 was completed.,8.0,True
cd64d997-7203-4d0e-aa6b-3e14d440f2b2,2021-04-20 18:19:40.466387,2021-04-20 18:24:40.571739,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618942780218.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618942780218.mp3,1618942780374-zvrcat,Complete,Transcode job 1618942780374-zvrcat was completed.,5.0,False
8175d02c-4cd1-422d-acde-72d9fd95268d,2021-04-14 02:42:36.634675,2021-04-14 02:47:36.775662,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618368156439.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618368156439.mp3,1618368156546-0odu31,Complete,Transcode job 1618368156546-0odu31 was completed.,8.0,True
2c16fe40-c1b1-4eed-969e-2e7d9e4577f5,2021-04-15 19:30:56.488163,2021-04-15 19:35:56.602194,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618515056253.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618515056253.mp3,1618515056377-k6ing1,Complete,Transcode job 1618515056377-k6ing1 was completed.,6.0,True
47bac8ea-0019-4a79-8e67-393cf749ec41,2021-04-14 02:42:12.004824,2021-04-14 02:47:12.110341,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618368131684.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618368131684.mp3,1618368131902-2zy0j5,Complete,Transcode job 1618368131902-2zy0j5 was completed.,11.0,True
0b641cda-ac8e-4b1f-bf01-94d8ec5009cd,2021-04-21 00:39:34.365059,2021-04-21 00:44:34.459139,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618965574109.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618965574109.mp3,1618965574268-ez8027,Complete,Transcode job 1618965574268-ez8027 was completed.,4.0,False
66708cfa-b436-4c19-9aaa-874d73a2f70d,2021-04-20 18:19:58.587042,2021-04-20 18:24:58.702261,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618942798419.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618942798419.mp3,1618942798500-4awj1v,Complete,Transcode job 1618942798500-4awj1v was completed.,5.0,False
f89fec61-59ac-46c9-a50c-04cc4a3a7892,2021-04-21 00:39:55.639656,2021-04-21 00:44:55.706939,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618965595467.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618965595467.mp3,1618965595538-gc6va4,Complete,Transcode job 1618965595538-gc6va4 was completed.,4.0,False
23195349-89ec-4aa6-adbf-a38775209c77,2021-04-21 00:57:22.843843,2021-04-21 01:02:22.982061,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966642623.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966642623.mp3,1618966642752-juqsce,Complete,Transcode job 1618966642752-juqsce was completed.,3.0,True
7c397f7c-1aaf-4f36-a567-d13c2cd366fc,2021-04-21 00:40:54.604541,2021-04-21 00:45:54.703226,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618965654374.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618965654374.mp3,1618965654520-xb7saf,Complete,Transcode job 1618965654520-xb7saf was completed.,7.0,False
afec44c3-9e35-415d-b868-d554f420b731,2021-04-21 00:58:00.803651,2021-04-21 01:03:00.875582,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966680623.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966680623.mp3,1618966680722-tpt477,Complete,Transcode job 1618966680722-tpt477 was completed.,4.0,False
2d6849a9-3f10-424d-a652-a6f7f6a111af,2021-04-21 00:58:16.952509,2021-04-21 01:03:17.049235,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966696719.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966696719.mp3,1618966696854-b2vch2,Complete,Transcode job 1618966696854-b2vch2 was completed.,5.0,False
21d5931b-b996-4ef7-9546-7df8ac7af36e,2021-04-21 00:57:48.845160,2021-04-21 01:02:48.928356,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966668640.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966668640.mp3,1618966668720-64drhz,Complete,Transcode job 1618966668720-64drhz was completed.,6.0,False
784a48b2-d020-4c86-8e14-0289d09c31f9,2021-04-21 01:02:54.275090,2021-04-21 01:07:54.382523,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966974123.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966974123.mp3,1618966974199-8djzsw,Complete,Transcode job 1618966974199-8djzsw was completed.,4.0,True
40933365-0929-4020-92b7-127cca462c06,2021-04-21 16:03:15.455494,2021-04-21 16:08:15.568550,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619020995256.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619020995256.mp3,1619020995383-p2a0fa,Complete,Transcode job 1619020995383-p2a0fa was completed.,5.0,False
0bc7d2ef-d9d7-47f6-9459-e477f6933186,2021-04-21 16:03:45.062624,2021-04-21 16:08:45.162327,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619021024895.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619021024895.mp3,1619021024989-r31lar,Complete,Transcode job 1619021024989-r31lar was completed.,5.0,False
727a4fe9-8e0d-4a71-88ef-39414fe2c933,2021-04-21 16:03:57.080245,2021-04-21 16:08:57.157725,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619021036911.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619021036911.mp3,1619021036996-7xw45k,Complete,Transcode job 1619021036996-7xw45k was completed.,4.0,False
e1d440d4-6b72-427d-a681-1308ff193023,2021-04-21 00:58:45.697838,2021-04-21 01:03:45.839769,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966725534.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966725534.mp3,1618966725609-s2w066,Complete,Transcode job 1618966725609-s2w066 was completed.,11.0,True
0762c8c5-d52c-48e1-8caf-510028e48e0d,2021-04-21 16:54:59.152427,2021-04-21 16:59:59.241746,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619024098923.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619024098923.mp3,1619024099040-c6ml1l,Complete,Transcode job 1619024099040-c6ml1l was completed.,3.0,False
0ccccd0f-f5f4-4957-9311-ec738fb1a339,2021-04-21 16:56:42.846940,2021-04-21 17:01:42.937052,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619024202679.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619024202679.mp3,1619024202762-ddjyhv,Complete,Transcode job 1619024202762-ddjyhv was completed.,3.0,False
d28886ec-b940-4e2f-9439-57616872fd69,2021-04-21 16:57:41.701967,2021-04-21 17:02:41.812930,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619024261527.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619024261527.mp3,1619024261607-aer6es,Complete,Transcode job 1619024261607-aer6es was completed.,4.0,False
3712c974-d1b2-4c8d-baca-9a932d3a98c8,2021-04-21 16:58:10.722423,2021-04-21 17:03:10.802603,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619024290555.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619024290555.mp3,1619024290635-y0gti9,Complete,Transcode job 1619024290635-y0gti9 was completed.,2.0,False
bb3a8518-4ab5-4e81-afd0-bd866bf31594,2021-04-21 16:57:55.900243,2021-04-21 17:02:55.985419,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619024275747.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619024275747.mp3,1619024275818-krdawo,Complete,Transcode job 1619024275818-krdawo was completed.,4.0,False
